A=2644 B=3384 C=9340 X=289930785 Y=4004373832 Z=14985154049 M=6728
A=7988 B=5058 C=5897 X=912384185 Y=8052673064 Z=42177705794 M=9886
A=6983 B=3212 C=5361 X=713186073 Y=7267582092 Z=47644705027 M=1427
A=9173 B=5708 C=8086 X=375398505 Y=9173785807 Z=29509822916 M=5851
A=7184 B=7636 C=8753 X=600805295 Y=3329458718 Z=62353420857 M=4015
A=9563 B=7421 C=6579 X=160256118 Y=2069634904 Z=42946125808 M=2366
A=5630 B=8835 C=9166 X=638487734 Y=2858790702 Z=87538288139 M=6702
A=8259 B=9058 C=6739 X=800167469 Y=6878646687 Z=55413673102 M=5293
A=2128 B=5724 C=5545 X=667766188 Y=5343858141 Z=23938823754 M=9461
A=4876 B=3837 C=8053 X=674451036 Y=1462619048 Z=82970113666 M=4501
A=6674 B=5998 C=6818 X=579104246 Y=8462844029 Z=14766856748 M=8770
A=9055 B=3077 C=8440 X=785410780 Y=3141894941 Z=53425813661 M=1279
A=2672 B=3024 C=9425 X=740400897 Y=4111983787 Z=90742109588 M=9628
A=4984 B=9251 C=8643 X=507270779 Y=8875417646 Z=83343001678 M=1421
A=4334 B=9882 C=8392 X=552689124 Y=6209401215 Z=39432032297 M=8064
A=4963 B=7505 C=8673 X=370098092 Y=9338260194 Z=84455838312 M=8632
A=9827 B=4883 C=9678 X=513335549 Y=3730219733 Z=55719840866 M=2609
A=2531 B=5227 C=6851 X=109301196 Y=9780453713 Z=52033908399 M=2049
A=7985 B=6106 C=6801 X=214702132 Y=7706041157 Z=45730228612 M=2106
A=2799 B=4260 C=7781 X=958807951 Y=5034767716 Z=80025958972 M=9072
A=6042 B=7615 C=8021 X=528090967 Y=7912824426 Z=49579462731 M=7959
A=6431 B=3514 C=8102 X=196662197 Y=1955705364 Z=31753913215 M=5652
A=6332 B=5329 C=7942 X=818573111 Y=9593573003 Z=28547523908 M=3270
A=7550 B=4565 C=9467 X=704940171 Y=6644928907 Z=67714925796 M=3919
A=4367 B=6487 C=9000 X=959161786 Y=2693351629 Z=57672904039 M=5990
A=8446 B=4159 C=7328 X=974044464 Y=2528051688 Z=56560697262 M=5610
A=2712 B=6880 C=6721 X=875860626 Y=6972677172 Z=10974289593 M=6421
A=7471 B=6343 C=8485 X=478665463 Y=5236663827 Z=43737206370 M=9117
A=3430 B=6591 C=7622 X=980645759 Y=1191026886 Z=38035617258 M=4799
A=6406 B=9998 C=8454 X=121058627 Y=4751004850 Z=30093307308 M=3162
A=9334 B=6606 C=7188 X=811474184 Y=7832112204 Z=24131740887 M=9363
A=7207 B=5410 C=8346 X=467787073 Y=3833155024 Z=56638527837 M=6900
A=6557 B=5441 C=5010 X=356441966 Y=4351072505 Z=98220750683 M=7866
A=9730 B=5564 C=8680 X=993647527 Y=6894076667 Z=45555569260 M=5825
A=4955 B=7888 C=5524 X=663525094 Y=7878926138 Z=21841404020 M=6200
A=5017 B=3505 C=8510 X=357418369 Y=9827545408 Z=44752763092 M=4410
A=8998 B=5374 C=8146 X=113109319 Y=1293893607 Z=73020219536 M=4561
A=5779 B=9312 C=6298 X=565578172 Y=8958584604 Z=55476760100 M=1903
A=8034 B=7815 C=8819 X=748571945 Y=1817453035 Z=58662334109 M=8871
A=3286 B=3623 C=9787 X=814972710 Y=8846050367 Z=82054801756 M=1395
A=2863 B=7091 C=7434 X=957204642 Y=5773513929 Z=26653479188 M=6568
A=9103 B=9960 C=8126 X=185981232 Y=3041704677 Z=13096897162 M=5129
A=5432 B=7376 C=9403 X=266078291 Y=5405878640 Z=84650201954 M=1422
A=6268 B=8963 C=6407 X=417073707 Y=5493216812 Z=72947280078 M=8878
A=7451 B=4732 C=5993 X=383129795 Y=1142398549 Z=95973014615 M=5908
A=5917 B=5236 C=9546 X=797844798 Y=9158132890 Z=66025134938 M=6965
A=5488 B=7629 C=6845 X=380915696 Y=1053119657 Z=47765360069 M=4384
A=5535 B=9272 C=6794 X=261346426 Y=1606042681 Z=20470806691 M=2957
A=9442 B=5774 C=5620 X=269826782 Y=6924997690 Z=70886611725 M=3141
A=5756 B=9033 C=7196 X=376759941 Y=6090561927 Z=34197023714 M=1205
A=5016 B=9545 C=8078 X=130542239 Y=2375144064 Z=67548029596 M=8819
A=2092 B=8795 C=6372 X=111052638 Y=2104367219 Z=47517802556 M=6172
A=9874 B=4657 C=9438 X=208142601 Y=8441406523 Z=17437529000 M=9181
A=3720 B=8929 C=8092 X=475613373 Y=6808616956 Z=39511155530 M=4631
A=3311 B=8815 C=8216 X=147617240 Y=4565675797 Z=28358097433 M=2973
A=3808 B=8859 C=5767 X=299453719 Y=9469369265 Z=34266811484 M=6837
A=4562 B=5463 C=9798 X=897267839 Y=2410358912 Z=66883028532 M=1913
A=6954 B=3276 C=5096 X=264172551 Y=4757933384 Z=66370410907 M=2580
A=3362 B=7628 C=7585 X=950412168 Y=2036879331 Z=73621868285 M=7820
A=7226 B=8250 C=9211 X=902877626 Y=3963457849 Z=33498277805 M=9706
A=8511 B=6573 C=8739 X=837573331 Y=5700067503 Z=23927866919 M=9165
A=5399 B=7196 C=7997 X=801106896 Y=6697570013 Z=30601803150 M=5372
A=3688 B=6564 C=9469 X=678846612 Y=4892037487 Z=16441483853 M=4842
A=2000 B=4000 C=8000 X=707829789 Y=1845269529 Z=56706555200 M=2000
A=8362 B=8149 C=9616 X=313912817 Y=8216822327 Z=69280213075 M=8437
A=7205 B=4723 C=6727 X=386679047 Y=8853373344 Z=91384087693 M=9444
A=5867 B=3620 C=9829 X=603891604 Y=7631628751 Z=22871947311 M=8561
A=8187 B=8058 C=5443 X=829997447 Y=1902858063 Z=67981050925 M=2914
A=6230 B=9625 C=6105 X=213296242 Y=2469613307 Z=55812590539 M=8353
A=8132 B=8908 C=9970 X=521505417 Y=1317255872 Z=57451178983 M=6329
A=2030 B=5320 C=6347 X=903306116 Y=3045957735 Z=80906344000 M=4894
A=8143 B=5949 C=6632 X=697422889 Y=7513728885 Z=41742078255 M=6211
A=6875 B=9889 C=5753 X=558874555 Y=4642742743 Z=31434415375 M=9835
A=6163 B=9754 C=9276 X=575682402 Y=3174693549 Z=53846482473 M=8690
A=9488 B=7564 C=6707 X=222401193 Y=6697774349 Z=54564180514 M=3541
A=5736 B=8272 C=7867 X=169783640 Y=8529884579 Z=87245683946 M=3479
A=4409 B=8639 C=7270 X=303639266 Y=1521397166 Z=14377364336 M=2800
A=4293 B=9289 C=5886 X=847434664 Y=3301951925 Z=95681383113 M=1593
A=7534 B=6388 C=8243 X=541819519 Y=7869256829 Z=78627676142 M=5582
A=4362 B=4084 C=7060 X=888971826 Y=8831767611 Z=83263730252 M=6829
A=7932 B=5068 C=6365 X=280369489 Y=8003436361 Z=20601216735 M=3788
A=5929 B=3649 C=9215 X=674827851 Y=5376508757 Z=11474942576 M=8350
A=5857 B=4163 C=9202 X=435793848 Y=1040624654 Z=99354752527 M=7570
A=8048 B=8205 C=5720 X=188313549 Y=6050771813 Z=95438087986 M=5675
A=5045 B=3699 C=5372 X=626499047 Y=6202818745 Z=75561472495 M=3777
A=9461 B=7473 C=7090 X=522283517 Y=3233188360 Z=61778356988 M=9867
A=4649 B=6350 C=7996 X=594813912 Y=2787920421 Z=84604021755 M=1256
A=8990 B=9725 C=6372 X=770980943 Y=3023888330 Z=43449992775 M=5758
A=3704 B=3674 C=5951 X=864572881 Y=8346327904 Z=28449163511 M=8392
A=9679 B=7968 C=9861 X=304703802 Y=1282240226 Z=24814590085 M=9575
A=4600 B=4752 C=5502 X=183827491 Y=1227499870 Z=45646718656 M=2008
A=6948 B=3866 C=6609 X=760672552 Y=3677010372 Z=18077433669 M=6979
A=9461 B=8742 C=5702 X=298691847 Y=5856014881 Z=73901660402 M=2233
A=3817 B=6073 C=8246 X=503667304 Y=8896402647 Z=20638154124 M=7579
A=9582 B=7600 C=6354 X=989383093 Y=7274847657 Z=11865444725 M=3876
A=6980 B=4124 C=8471 X=244570887 Y=8240668340 Z=49411910542 M=5144
A=5895 B=9004 C=9878 X=134754714 Y=9579872673 Z=44203752528 M=6834
A=5664 B=4402 C=9786 X=948158654 Y=3668989531 Z=79548705402 M=6766
A=5191 B=4356 C=5417 X=966783926 Y=2514765068 Z=19463258801 M=2501
A=6904 B=7373 C=9623 X=856419923 Y=8860758907 Z=74902507890 M=9074
A=5675 B=4374 C=6256 X=156552559 Y=7699947415 Z=38566369189 M=8731
A=7749 B=7300 C=6001 X=533872610 Y=7658512075 Z=43235304525 M=2049
A=6398 B=9483 C=5711 X=535873465 Y=8070622922 Z=71027303916 M=6478
A=3531 B=3972 C=8404 X=269015855 Y=8154102858 Z=87162060762 M=6493
A=2695 B=8652 C=8700 X=150077357 Y=8544795844 Z=85986200529 M=6376
A=3728 B=5013 C=5220 X=688676499 Y=5943584321 Z=21167619706 M=9848
A=6075 B=5756 C=8168 X=285832391 Y=2390200713 Z=35713369798 M=3971
A=9777 B=3616 C=7709 X=777291735 Y=6100775702 Z=43945797631 M=5739
A=3343 B=5871 C=5259 X=219888004 Y=5590702151 Z=18804483538 M=8855
A=3202 B=6187 C=5467 X=459556563 Y=8673530482 Z=83984298079 M=1216
A=4928 B=4724 C=6803 X=668971781 Y=2970296976 Z=78528673090 M=8741
A=2492 B=8546 C=8808 X=795038042 Y=4260121290 Z=21306575759 M=7640
A=5367 B=5587 C=9295 X=565076137 Y=2800114733 Z=64779289176 M=4269
A=3421 B=8228 C=6294 X=728135677 Y=1037407509 Z=75896398646 M=6599
A=5713 B=7919 C=6057 X=779759192 Y=7514157419 Z=74267505926 M=1001
A=7134 B=5132 C=5988 X=753283305 Y=4581208953 Z=34001666653 M=3808
A=3499 B=3054 C=7624 X=878658938 Y=9052745884 Z=55188838980 M=6036
A=3563 B=3670 C=6851 X=421008173 Y=5084835779 Z=54739786038 M=7040
A=6512 B=4184 C=7618 X=181418632 Y=6433900452 Z=30875383993 M=9211
A=4384 B=5744 C=6489 X=900240342 Y=3072347569 Z=87305811623 M=5725
A=6053 B=4943 C=5265 X=967761122 Y=8158059829 Z=52424430204 M=1172
A=9580 B=8046 C=7125 X=160431509 Y=4026631516 Z=78447561557 M=4165
A=2821 B=3134 C=7016 X=603401036 Y=1636474850 Z=57299891014 M=4054
A=5835 B=9052 C=8290 X=767716806 Y=8229538925 Z=62713212453 M=1276
A=6013 B=8747 C=7545 X=998816253 Y=7891330842 Z=32621977566 M=8499
A=4201 B=9238 C=8624 X=460871601 Y=6893999844 Z=35435653538 M=5095
A=4975 B=8198 C=6475 X=543845418 Y=4981612555 Z=97385893798 M=1112
A=2762 B=3435 C=7874 X=385309131 Y=2217825190 Z=76287998100 M=7715
A=7930 B=9022 C=5022 X=368572979 Y=8351192903 Z=54304600204 M=4268
A=9822 B=9746 C=5966 X=573278847 Y=1272869025 Z=99858949647 M=3834
A=8868 B=8131 C=7184 X=650366854 Y=8016247247 Z=51008070344 M=5071
A=4566 B=4533 C=9197 X=205187650 Y=1463145802 Z=60083832095 M=3950
A=6966 B=7348 C=9245 X=394951628 Y=9827452090 Z=48808995254 M=9536
A=4113 B=9379 C=9969 X=294599265 Y=5365528765 Z=39526427401 M=5276
A=2077 B=5237 C=9814 X=750355218 Y=9939666429 Z=99833632625 M=1325
A=6166 B=4743 C=6937 X=224295471 Y=6829850178 Z=23765435457 M=6913
A=2553 B=4739 C=8341 X=461607159 Y=7491659798 Z=89055420009 M=5382
A=9171 B=3857 C=5720 X=687537175 Y=2576089645 Z=52877647146 M=4169
A=8533 B=7457 C=9047 X=166918631 Y=6676271788 Z=66428258050 M=8192
A=3960 B=8436 C=9796 X=447815458 Y=3755565618 Z=84363293815 M=4575
A=7507 B=4258 C=8078 X=296291326 Y=2446847860 Z=95774926311 M=3467
A=8319 B=7566 C=7640 X=867586152 Y=3761121756 Z=49898187489 M=7767
A=2965 B=9762 C=6031 X=264119199 Y=3077473178 Z=64985644816 M=9050
A=3585 B=7430 C=9275 X=696715921 Y=3038222118 Z=63671925333 M=3908
A=8083 B=4265 C=9118 X=600970339 Y=1952440288 Z=41992471000 M=4085
A=9162 B=6996 C=9881 X=570837722 Y=6745223297 Z=58257597595 M=9907
A=5810 B=3470 C=9835 X=299005005 Y=1383519723 Z=62484081821 M=8242
A=7933 B=5096 C=9429 X=388848608 Y=3694973129 Z=17843560154 M=7655
A=4933 B=8848 C=8809 X=561245960 Y=2992342722 Z=72778413554 M=2543
A=9070 B=8644 C=6414 X=492681309 Y=3065881421 Z=36022031302 M=1729
A=9772 B=8826 C=9365 X=517155542 Y=2022017164 Z=82678134654 M=8228
A=9392 B=8486 C=5786 X=188228132 Y=4684584459 Z=99978476542 M=3062
A=9211 B=5896 C=9233 X=798002352 Y=8437419223 Z=63362820228 M=1931
A=2067 B=8063 C=9676 X=506090231 Y=7662536712 Z=54875597171 M=4825
A=8111 B=3278 C=7823 X=620132771 Y=5643206525 Z=83668552862 M=2329
A=6270 B=9462 C=5726 X=130547073 Y=8877173314 Z=49797911113 M=6459
A=2309 B=8692 C=5874 X=821560704 Y=7804987442 Z=74381247821 M=4525
A=9762 B=9929 C=6093 X=842241618 Y=4514065758 Z=40056698539 M=3721
A=4003 B=8307 C=9824 X=928728429 Y=8707315070 Z=27075524310 M=8775
A=7793 B=8406 C=8200 X=192502887 Y=6717522020 Z=32584622241 M=2352
A=9778 B=6516 C=8884 X=149319414 Y=1746335247 Z=21864912968 M=3481
A=8373 B=5006 C=9395 X=194554475 Y=6651864654 Z=41324483221 M=2745
A=3104 B=9413 C=6391 X=518506150 Y=2019725015 Z=39350753445 M=9500
A=7537 B=9631 C=8407 X=549090203 Y=5547005849 Z=62468870419 M=1480
A=9990 B=6777 C=5065 X=467354899 Y=8954615282 Z=50325302272 M=1115
A=3980 B=4210 C=6168 X=697448803 Y=4727904784 Z=87048233516 M=2461
A=5798 B=8305 C=7051 X=204068324 Y=1076935088 Z=83369782166 M=9649
A=4910 B=3173 C=8883 X=445720952 Y=2626138627 Z=42576268822 M=5581
A=2956 B=9170 C=7417 X=631927091 Y=6891746646 Z=38682826619 M=5167
A=3377 B=3268 C=9139 X=432125609 Y=6185070278 Z=66300805742 M=4693
A=9387 B=5398 C=6398 X=535808388 Y=8310382117 Z=37595473284 M=6415
A=6063 B=4421 C=8525 X=245810436 Y=4104903295 Z=79674872405 M=3128
A=8491 B=9698 C=5694 X=579328917 Y=5909533615 Z=43208203425 M=1711
A=9455 B=7158 C=9722 X=217388276 Y=4898196667 Z=51506258417 M=7246
A=8659 B=8305 C=8176 X=216160862 Y=4938961245 Z=91515912656 M=2957
A=4230 B=9786 C=6648 X=349238947 Y=5345549713 Z=34447113173 M=8289
A=9824 B=7224 C=8523 X=892455746 Y=7703589510 Z=26651822260 M=3409
A=9337 B=9566 C=6201 X=460976542 Y=2677016749 Z=80136046922 M=5661
A=9804 B=4293 C=8255 X=928560244 Y=9577508332 Z=88262992737 M=1090
A=8401 B=9947 C=9158 X=798906904 Y=1121579623 Z=63436430995 M=6457
A=5480 B=3742 C=6808 X=514497548 Y=8707673189 Z=39220323596 M=1370
A=5004 B=6889 C=5668 X=582312098 Y=2919638705 Z=21891465245 M=4017
A=5133 B=3812 C=8706 X=566402602 Y=9280350344 Z=18215696089 M=4427
A=4102 B=5686 C=6280 X=384194328 Y=6037830895 Z=48633596828 M=4595
A=4571 B=8973 C=9191 X=874953591 Y=4872078454 Z=63450875934 M=1470
A=9797 B=7382 C=7218 X=317730891 Y=1445095158 Z=68481595041 M=2145
A=3690 B=7378 C=7302 X=393825583 Y=9391181635 Z=53604339993 M=5476
A=9570 B=9102 C=7086 X=288345914 Y=4948356604 Z=46699878176 M=5137
A=7586 B=8352 C=8403 X=787468966 Y=5286864124 Z=67925939741 M=4991
A=7704 B=8287 C=7875 X=324085417 Y=6342236130 Z=11921575298 M=6860
A=6318 B=6962 C=6854 X=238007287 Y=3374424820 Z=17320328871 M=5093
A=8644 B=9322 C=5641 X=492732458 Y=5353519483 Z=54549352020 M=9097
A=4654 B=9600 C=5689 X=681515666 Y=3059064434 Z=11272306711 M=7355
A=2732 B=3561 C=5687 X=596495940 Y=9389363804 Z=44454800750 M=8611
A=6530 B=7177 C=9091 X=751298512 Y=8578733450 Z=37203933488 M=3799
A=3005 B=4331 C=7559 X=443363706 Y=9238196376 Z=86773408336 M=2978
A=8138 B=5427 C=7581 X=670215573 Y=6463582129 Z=89643540059 M=1219
A=4908 B=8485 C=8078 X=719724410 Y=3849810018 Z=82309591800 M=4405
A=6371 B=3975 C=9589 X=210350638 Y=1992598149 Z=62974254126 M=4534
A=3603 B=9987 C=8896 X=949741112 Y=2078457369 Z=76925739118 M=1766
A=9291 B=4721 C=7958 X=262035862 Y=8459368448 Z=80645486764 M=7080
A=2324 B=6813 C=6268 X=468747205 Y=8356254215 Z=73828787646 M=5843
A=7496 B=5363 C=5082 X=716347952 Y=8940607669 Z=12119674898 M=3623
A=7806 B=3198 C=7628 X=344602723 Y=8998281968 Z=55398539413 M=2717
A=9100 B=4998 C=8786 X=851940198 Y=8073173800 Z=14581592916 M=1059
A=5472 B=4929 C=9475 X=565016236 Y=2396203659 Z=41607372712 M=9918
A=5517 B=7155 C=6627 X=868862601 Y=5820153191 Z=81191304881 M=8936
A=5694 B=4095 C=5142 X=245676052 Y=1562891298 Z=25408151860 M=6673
A=5509 B=5144 C=6060 X=784112528 Y=7048690946 Z=51834748546 M=6136
A=2615 B=9074 C=7992 X=158068276 Y=2527187435 Z=19895405910 M=4869
A=5665 B=9047 C=6113 X=870149943 Y=8987380564 Z=56920433519 M=5206
A=4978 B=7810 C=5418 X=219181634 Y=1187834628 Z=20636213255 M=3529
A=7951 B=7933 C=5476 X=589321524 Y=9740194400 Z=93854878830 M=9731
A=5846 B=7764 C=5903 X=132709529 Y=3928432468 Z=96895754775 M=7222
A=9922 B=3968 C=5111 X=801265035 Y=5592863842 Z=65035726995 M=1693
A=2036 B=5936 C=7348 X=152838637 Y=1652945393 Z=87120863435 M=4545
A=9545 B=7843 C=7961 X=903683348 Y=9100430685 Z=14727666522 M=2155
A=3938 B=7684 C=9164 X=531874774 Y=2871254815 Z=93269784740 M=8624
A=8921 B=4785 C=5773 X=175992390 Y=1366232502 Z=61470978331 M=2145
A=6345 B=9420 C=7630 X=659452096 Y=4604111597 Z=99851987785 M=3382
A=9342 B=9798 C=7904 X=774712745 Y=6494995426 Z=52349803064 M=6689
A=3524 B=8060 C=7593 X=236623479 Y=7522344515 Z=27834408506 M=9851
A=6829 B=6221 C=7672 X=311900441 Y=7504220010 Z=52827485321 M=1037
A=8460 B=7000 C=5342 X=919538681 Y=5230853360 Z=29915068632 M=3761
A=6142 B=8406 C=7034 X=775361844 Y=4117531751 Z=47679324453 M=2422
A=9866 B=5214 C=8435 X=519493887 Y=7184831964 Z=39046029416 M=7024
A=4475 B=4481 C=8973 X=719368560 Y=6002993754 Z=48955850436 M=3984
A=5057 B=5195 C=8277 X=244692501 Y=5493025378 Z=71263763961 M=5672
A=3511 B=3734 C=8896 X=216919834 Y=4789748940 Z=32053310139 M=6921
A=3210 B=4784 C=7744 X=217832167 Y=5278179706 Z=55201406565 M=8974
A=4847 B=4783 C=5911 X=367413103 Y=9941020073 Z=59138127970 M=9403
A=5026 B=6264 C=9130 X=985750940 Y=2674251794 Z=85539301928 M=4490
A=4235 B=9696 C=7044 X=309991065 Y=3973289264 Z=20219347709 M=6210
A=4265 B=6196 C=5258 X=117830499 Y=8505107404 Z=64483537360 M=5917
A=9970 B=4501 C=9902 X=333800580 Y=9870452876 Z=94590757413 M=9223
A=5238 B=4866 C=8303 X=755377598 Y=9753558384 Z=91484362993 M=7896
A=7956 B=7087 C=6105 X=681547351 Y=7782104528 Z=31219229394 M=8579
A=7268 B=9389 C=5316 X=132705117 Y=7149946997 Z=57895372675 M=8726
A=8570 B=5618 C=8845 X=570873605 Y=9403151981 Z=12567551543 M=1662
A=6608 B=4516 C=8934 X=451008227 Y=9591228185 Z=31839182388 M=3417
A=2034 B=6675 C=7960 X=758377769 Y=8757023266 Z=98543996518 M=2749
A=3379 B=6570 C=5022 X=535222452 Y=5555966556 Z=38181246520 M=8293
A=9340 B=9913 C=9563 X=531728199 Y=6962868618 Z=29495099539 M=4977
A=4312 B=6702 C=8759 X=429466045 Y=3430562003 Z=97831458511 M=6904
A=3654 B=7595 C=8286 X=570100731 Y=3236891299 Z=21218346177 M=5859
A=9317 B=7112 C=9901 X=457950305 Y=3343575584 Z=40144656517 M=8748
A=8542 B=9433 C=9026 X=279083229 Y=5086445287 Z=40430397639 M=7217
A=9123 B=9034 C=5372 X=183567930 Y=5977074731 Z=57325447297 M=2950
A=9385 B=9320 C=7748 X=593227157 Y=5276230527 Z=71113551329 M=8848
A=8456 B=3095 C=8341 X=390381496 Y=4535602900 Z=90043003160 M=3449
A=7123 B=5060 C=6428 X=556259731 Y=7413266882 Z=95609727954 M=8787
A=2757 B=5537 C=7165 X=868709622 Y=5740715873 Z=19158263282 M=7260
A=8604 B=6109 C=9857 X=957192260 Y=5187073692 Z=26636778187 M=8330
A=5797 B=6219 C=8569 X=718103373 Y=6355506157 Z=75892955839 M=1596
A=7325 B=5619 C=8183 X=955170602 Y=9543192534 Z=44212124255 M=8597
A=4330 B=6382 C=5204 X=279957346 Y=8243376709 Z=84910669552 M=3148
A=8684 B=4862 C=6455 X=352041732 Y=4790945758 Z=53056024675 M=5220
A=2327 B=7883 C=5037 X=918622813 Y=6068198558 Z=12486911912 M=9151
A=3258 B=3762 C=8597 X=614269491 Y=5030725130 Z=73166663541 M=9340
A=9120 B=5312 C=8627 X=573693767 Y=9667089643 Z=35444851898 M=7840
A=9092 B=5034 C=7923 X=358357660 Y=3066811631 Z=16247030733 M=9604
A=3911 B=4136 C=9826 X=168797682 Y=6408578766 Z=79585970234 M=8054
A=9172 B=3429 C=9508 X=957368822 Y=2173929251 Z=42358355328 M=3722
A=5373 B=8924 C=8134 X=636479694 Y=5253204260 Z=81730225508 M=9630
A=5418 B=5272 C=7044 X=921757189 Y=6842042005 Z=11787281966 M=4277
A=6165 B=9307 C=9278 X=734201846 Y=1069932451 Z=53229160207 M=3113
A=7980 B=9260 C=8204 X=723522009 Y=1288087733 Z=83190993143 M=1708
A=3969 B=8176 C=7407 X=276491230 Y=7662310333 Z=42437926549 M=1857
A=9111 B=9080 C=6657 X=955896627 Y=5128094343 Z=66321694794 M=2682
A=2507 B=4043 C=8566 X=342304252 Y=6416942625 Z=23264037060 M=6575
A=5497 B=7908 C=6363 X=518276625 Y=3593490479 Z=50718333427 M=4315
A=4218 B=5954 C=6864 X=748940456 Y=1555754925 Z=22756059258 M=4865
A=6879 B=7900 C=9621 X=606809385 Y=6922967324 Z=21050656024 M=6750
A=2712 B=4498 C=6336 X=200759505 Y=1271269011 Z=46439371515 M=8946
A=6283 B=5695 C=9813 X=247670214 Y=2825060492 Z=52504013424 M=4333
A=5476 B=3250 C=7764 X=588746399 Y=4879809340 Z=49813288333 M=7595
A=9868 B=6210 C=7983 X=472591627 Y=2878890263 Z=40657833159 M=4159
A=7183 B=5928 C=6204 X=468926376 Y=3924002869 Z=63986687847 M=8854
A=3061 B=4398 C=8352 X=841986081 Y=1639112846 Z=31690583346 M=7619
A=5375 B=7276 C=8180 X=172003616 Y=2429447944 Z=81187190199 M=4399
A=5592 B=5568 C=7257 X=777807480 Y=7481317754 Z=54799978915 M=9959
A=5598 B=5228 C=6303 X=318133038 Y=4340650806 Z=71920572492 M=9152
A=3433 B=3940 C=8965 X=224312707 Y=8354517787 Z=15982695117 M=5062
A=9413 B=4867 C=9483 X=234792637 Y=9790677198 Z=11360422420 M=1361
A=5179 B=8254 C=7655 X=404056150 Y=6443031700 Z=40797665168 M=1572
A=6382 B=7072 C=7012 X=409683216 Y=6163371303 Z=84560516897 M=4708
A=6739 B=6945 C=8899 X=160210739 Y=8204423553 Z=80434325140 M=7810
A=4591 B=7850 C=5902 X=430111604 Y=9935328890 Z=65712825381 M=2122
A=8320 B=4493 C=5521 X=972555022 Y=9362022241 Z=96326713932 M=7984
A=8652 B=5783 C=5199 X=259210825 Y=7049272698 Z=15802827120 M=4623
A=5262 B=9582 C=5772 X=661192504 Y=4647503034 Z=42723046267 M=1245
A=6230 B=3725 C=7411 X=591587499 Y=1856544519 Z=22856165760 M=5868
A=4678 B=3767 C=8613 X=412726917 Y=1733178920 Z=89500507770 M=4920
A=5902 B=7003 C=7182 X=416037750 Y=4989571114 Z=75935621561 M=9906
A=3233 B=3854 C=9030 X=211233548 Y=6813478841 Z=36050822865 M=3631
A=6149 B=8041 C=9126 X=183513441 Y=2706721769 Z=68030156006 M=4454
A=5286 B=8777 C=6290 X=789348081 Y=9844228024 Z=13082041002 M=5476
A=9608 B=3894 C=6195 X=454149786 Y=8797346297 Z=12048041488 M=9491
A=8022 B=6126 C=7189 X=806656763 Y=4799975140 Z=92795862864 M=4835
A=6158 B=5750 C=7293 X=293321175 Y=1843096765 Z=77310519791 M=1276
A=2623 B=3069 C=6724 X=674856157 Y=1516996297 Z=30753528725 M=8138
A=9681 B=4976 C=5630 X=912531795 Y=3118228537 Z=90421677235 M=6922
A=9752 B=6992 C=8667 X=625253064 Y=8429756247 Z=70520092644 M=9058
A=3603 B=4073 C=9753 X=241253290 Y=5325865005 Z=60291234545 M=1082
A=6138 B=3372 C=7917 X=468218104 Y=2129389520 Z=99949696312 M=8331
A=2107 B=5214 C=9499 X=452420181 Y=2245401540 Z=23043290495 M=7059
A=7623 B=5798 C=9379 X=724963684 Y=9715101684 Z=36519731564 M=2126
A=7498 B=4087 C=6468 X=236851003 Y=2126332638 Z=46734177751 M=6349
A=5054 B=7640 C=7468 X=926009902 Y=9315491765 Z=23346183546 M=3916
A=6248 B=5383 C=7004 X=715607688 Y=1496531097 Z=68193306796 M=2705
A=2469 B=6325 C=5488 X=422047531 Y=7007274120 Z=66018419312 M=9368
A=9000 B=4375 C=8427 X=450794081 Y=4037384808 Z=81195045214 M=8357
A=7217 B=7240 C=6975 X=424612921 Y=5565168068 Z=20147385098 M=5586
A=5703 B=7562 C=8656 X=592623370 Y=8344697809 Z=98545372489 M=7005
A=2341 B=8510 C=7301 X=422439759 Y=6999363546 Z=63524251211 M=9013
A=6458 B=5102 C=8422 X=187510093 Y=1596512672 Z=62973875412 M=1626
A=8692 B=5143 C=6656 X=615972712 Y=7387638858 Z=22968027917 M=7461
A=7548 B=7000 C=5720 X=249108862 Y=9647658639 Z=67901460203 M=2438
A=2509 B=7180 C=8371 X=323497285 Y=2793115617 Z=98551345019 M=1556
A=3046 B=4131 C=7867 X=508052893 Y=2368412343 Z=67085551919 M=5444
A=7371 B=3983 C=6244 X=394519829 Y=1878945599 Z=20665784089 M=5597
A=9712 B=9367 C=7922 X=251848478 Y=8921378510 Z=62660005271 M=8705
A=5634 B=8344 C=9512 X=589932184 Y=8732452508 Z=55046985600 M=7862
A=2050 B=6742 C=5228 X=372310024 Y=7957812796 Z=50330541873 M=1601
A=7334 B=9308 C=5701 X=925404085 Y=8994760545 Z=86579123555 M=4281
A=5042 B=3729 C=9439 X=365433172 Y=7929448717 Z=40087496213 M=4905
A=9590 B=6229 C=9694 X=179957365 Y=9244250506 Z=69485048808 M=3151
A=3295 B=8367 C=6707 X=981798426 Y=8439099057 Z=46651212205 M=1687
A=5794 B=6253 C=9537 X=626421359 Y=7047873750 Z=79171721910 M=5858
A=5306 B=8092 C=9226 X=358607729 Y=1123758427 Z=57352342522 M=8364
A=6545 B=7371 C=8430 X=144156891 Y=1773974437 Z=97486828125 M=8541
A=6535 B=6656 C=9952 X=716321369 Y=7427640953 Z=88425854294 M=3427
A=8166 B=3125 C=6594 X=108082750 Y=5785762268 Z=73634021451 M=6786
